TestNumber,Principal,Operation,Resource,Granted,Milliseconds
4188,Principal 0149,Operation 0010,Resource 10467,N,0.0003
4189,Principal 0034,Operation 0001,Resource 12935,N,0.0006
4190,Principal 0002,Operation 0008,Resource 7686,Y,0.0019
4191,Principal 0094,Operation 0012,Resource 1105,N,0.0012
4192,Principal 0130,Operation 0009,Resource 14267,N,0.0006
4193,Principal 0011,Operation 0008,Resource 2210,Y,0.0025
4194,Principal 0084,Operation 0010,Resource 14754,N,0.0003
4195,Principal 0040,Operation 0001,Resource 11802,N,0.0003
4196,Principal 0109,Operation 0014,Resource 1263,N,0.0012
4197,Principal 0099,Operation 0002,Resource 7112,Y,0.0028
4198,Principal 0012,Operation 0012,Resource 13616,N,0.0003
4199,Principal 0102,Operation 0013,Resource 14922,N,0.0003
4200,Principal 0036,Operation 0011,Resource 8499,N,0.0012
4201,Principal 0110,Operation 0013,Resource 13662,N,0.0006
4202,Principal 0006,Operation 0008,Resource 11163,N,0.0006
4203,Principal 0064,Operation 0001,Resource 3683,Y,0.0025
4204,Principal 0084,Operation 0009,Resource 0623,Y,0.0028
4205,Principal 0103,Operation 0004,Resource 6534,N,0.0025
4206,Principal 0108,Operation 0011,Resource 9443,N,0.0012
4207,Principal 0136,Operation 0007,Resource 1121,N,0.0038
4208,Principal 0116,Operation 0005,Resource 6652,N,0.0025
4209,Principal 0006,Operation 0008,Resource 0299,Y,0.0016
4210,Principal 0025,Operation 0003,Resource 11139,N,0.0006
4211,Principal 0143,Operation 0012,Resource 11554,N,0.0006
4212,Principal 0087,Operation 0012,Resource 11589,N,0.0006
4213,Principal 0011,Operation 0004,Resource 8272,Y,0.0019
4214,Principal 0007,Operation 0005,Resource 13865,N,0.0006
4215,Principal 0125,Operation 0002,Resource 7502,N,0.0025
4216,Principal 0065,Operation 0006,Resource 8093,Y,0.0028
4217,Principal 0071,Operation 0014,Resource 1946,N,0.0012
4218,Principal 0055,Operation 0005,Resource 4261,Y,0.0025
4219,Principal 0074,Operation 0014,Resource 8335,N,0.0009
4220,Principal 0070,Operation 0014,Resource 14362,N,0.0003
4221,Principal 0108,Operation 0004,Resource 12310,N,0.0006
4222,Principal 0075,Operation 0009,Resource 11395,N,0.0006
4223,Principal 0041,Operation 0002,Resource 6609,Y,0.0019
4224,Principal 0099,Operation 0010,Resource 7451,N,0.0009
4225,Principal 0012,Operation 0013,Resource 2949,N,0.0012
4226,Principal 0023,Operation 0014,Resource 3721,N,0.0012
4227,Principal 0141,Operation 0009,Resource 2406,N,0.0028
4228,Principal 0072,Operation 0010,Resource 3459,N,0.0012
4229,Principal 0092,Operation 0009,Resource 7676,Y,0.0028
4230,Principal 0073,Operation 0002,Resource 13060,N,0.0003
4231,Principal 0033,Operation 0009,Resource 3558,Y,0.0025
4232,Principal 0089,Operation 0005,Resource 0563,Y,0.0025
4233,Principal 0016,Operation 0005,Resource 7411,Y,0.0019
4234,Principal 0111,Operation 0003,Resource 4278,N,0.0025
4235,Principal 0015,Operation 0012,Resource 4712,N,0.0012
4236,Principal 0095,Operation 0005,Resource 6841,Y,0.0028
4237,Principal 0014,Operation 0005,Resource 0228,Y,0.0016
4238,Principal 0046,Operation 0008,Resource 5858,Y,0.0022
4239,Principal 0119,Operation 0004,Resource 8521,N,0.0032
4240,Principal 0088,Operation 0013,Resource 0230,N,0.0006
4241,Principal 0037,Operation 0011,Resource 0233,N,0.0006
4242,Principal 0085,Operation 0007,Resource 0603,Y,0.0025
4243,Principal 0039,Operation 0007,Resource 8253,Y,0.0022
4244,Principal 0024,Operation 0001,Resource 9056,Y,0.0022
4245,Principal 0113,Operation 0003,Resource 6662,N,0.0028
4246,Principal 0131,Operation 0006,Resource 13267,N,0.0006
4247,Principal 0137,Operation 0014,Resource 4558,N,0.0012
4248,Principal 0009,Operation 0006,Resource 11209,N,0.0006
4249,Principal 0128,Operation 0013,Resource 1223,N,0.0012
4250,Principal 0127,Operation 0012,Resource 1114,N,0.0012
4251,Principal 0070,Operation 0008,Resource 6687,Y,0.0025
4252,Principal 0072,Operation 0007,Resource 5647,Y,0.0025
4253,Principal 0041,Operation 0008,Resource 5447,Y,0.0019
4254,Principal 0041,Operation 0006,Resource 12045,N,0.0003
4255,Principal 0135,Operation 0013,Resource 4423,N,0.0012
4256,Principal 0062,Operation 0008,Resource 4817,Y,0.0022
4257,Principal 0142,Operation 0013,Resource 12938,N,0.0003
4258,Principal 0102,Operation 0010,Resource 13650,N,0.0006
4259,Principal 0107,Operation 0003,Resource 5796,N,0.0028
4260,Principal 0040,Operation 0011,Resource 8050,N,0.0009
4261,Principal 0143,Operation 0006,Resource 10311,N,0.0003
4262,Principal 0071,Operation 0010,Resource 7997,N,0.0012
4263,Principal 0024,Operation 0004,Resource 10656,N,0.0006
4264,Principal 0011,Operation 0009,Resource 12785,N,0.0003
4265,Principal 0078,Operation 0009,Resource 9099,Y,0.0022
4266,Principal 0075,Operation 0003,Resource 7054,Y,0.0022
4267,Principal 0068,Operation 0007,Resource 5337,Y,0.0025
4268,Principal 0114,Operation 0013,Resource 13120,N,0.0003
4269,Principal 0032,Operation 0012,Resource 12599,N,0.0006
4270,Principal 0080,Operation 0011,Resource 4503,N,0.0012
4271,Principal 0148,Operation 0001,Resource 12220,N,0.0006
4272,Principal 0124,Operation 0005,Resource 14406,N,0.0006
4273,Principal 0018,Operation 0007,Resource 3582,Y,0.0022
4274,Principal 0114,Operation 0004,Resource 4174,N,0.0025
4275,Principal 0091,Operation 0013,Resource 4749,N,0.0012
4276,Principal 0002,Operation 0003,Resource 0467,Y,0.0019
4277,Principal 0046,Operation 0003,Resource 0637,Y,0.0022
4278,Principal 0137,Operation 0012,Resource 4053,N,0.0012
4279,Principal 0027,Operation 0003,Resource 7691,Y,0.0019
4280,Principal 0122,Operation 0004,Resource 13556,N,0.0006
4281,Principal 0104,Operation 0009,Resource 7621,N,0.0032
4282,Principal 0062,Operation 0002,Resource 9060,Y,0.0025
4283,Principal 0006,Operation 0010,Resource 4910,N,0.0009
4284,Principal 0097,Operation 0006,Resource 10801,N,0.0006
4285,Principal 0035,Operation 0010,Resource 2861,N,0.0009
4286,Principal 0012,Operation 0003,Resource 0322,Y,0.0019
4287,Principal 0084,Operation 0003,Resource 9354,Y,0.0025
4288,Principal 0121,Operation 0004,Resource 8349,N,0.0028
4289,Principal 0039,Operation 0002,Resource 2784,Y,0.0019
4290,Principal 0082,Operation 0010,Resource 1754,N,0.0009
4291,Principal 0067,Operation 0005,Resource 2482,Y,0.0022
4292,Principal 0050,Operation 0001,Resource 9468,Y,0.0025
4293,Principal 0115,Operation 0003,Resource 12017,N,0.0003
4294,Principal 0107,Operation 0014,Resource 7010,N,0.0009
4295,Principal 0105,Operation 0010,Resource 12381,N,0.0006
4296,Principal 0049,Operation 0010,Resource 1879,N,0.0012
4297,Principal 0012,Operation 0002,Resource 0730,Y,0.0016
4298,Principal 0074,Operation 0004,Resource 0944,Y,0.0028
4299,Principal 0042,Operation 0013,Resource 5849,N,0.0016
4300,Principal 0142,Operation 0003,Resource 0055,N,0.0028
4301,Principal 0063,Operation 0007,Resource 0741,Y,0.0025
4302,Principal 0032,Operation 0003,Resource 1235,Y,0.0025
4303,Principal 0083,Operation 0013,Resource 9330,N,0.0009
4304,Principal 0084,Operation 0005,Resource 14236,N,0.0006
4305,Principal 0033,Operation 0012,Resource 3434,N,0.0012
4306,Principal 0024,Operation 0002,Resource 8626,Y,0.0019
4307,Principal 0109,Operation 0014,Resource 5839,N,0.0012
4308,Principal 0009,Operation 0007,Resource 8132,Y,0.0019
4309,Principal 0011,Operation 0014,Resource 0726,N,0.0012
4310,Principal 0016,Operation 0001,Resource 2766,Y,0.0022
4311,Principal 0036,Operation 0012,Resource 0722,N,0.0009
4312,Principal 0119,Operation 0005,Resource 7191,N,0.0028
4313,Principal 0063,Operation 0007,Resource 6881,Y,0.0022
4314,Principal 0111,Operation 0011,Resource 11823,N,0.0003
4315,Principal 0075,Operation 0008,Resource 11941,N,0.0003
4316,Principal 0015,Operation 0004,Resource 6136,Y,0.0016
4317,Principal 0125,Operation 0002,Resource 11687,N,0.0006
4318,Principal 0122,Operation 0004,Resource 3255,N,0.0028
4319,Principal 0092,Operation 0006,Resource 0421,Y,0.0028
4320,Principal 0076,Operation 0002,Resource 3633,Y,0.0022
4321,Principal 0006,Operation 0007,Resource 12624,N,0.0006
4322,Principal 0066,Operation 0005,Resource 7329,Y,0.0025
4323,Principal 0135,Operation 0006,Resource 8271,N,0.0025
4324,Principal 0112,Operation 0011,Resource 9176,N,0.0009
4325,Principal 0018,Operation 0014,Resource 2515,N,0.0012
4326,Principal 0090,Operation 0008,Resource 14178,N,0.0006
4327,Principal 0112,Operation 0014,Resource 10280,N,0.0006
4328,Principal 0096,Operation 0004,Resource 13963,N,0.0006
4329,Principal 0061,Operation 0006,Resource 8977,Y,0.0025
4330,Principal 0124,Operation 0003,Resource 14039,N,0.0006
4331,Principal 0068,Operation 0013,Resource 5269,N,0.0012
4332,Principal 0033,Operation 0010,Resource 4735,N,0.0009
4333,Principal 0142,Operation 0001,Resource 3025,N,0.0022
4334,Principal 0046,Operation 0003,Resource 12722,N,0.0006
4335,Principal 0128,Operation 0002,Resource 5785,N,0.0025
4336,Principal 0025,Operation 0010,Resource 3483,N,0.0009
4337,Principal 0008,Operation 0001,Resource 12015,N,0.0006
4338,Principal 0013,Operation 0011,Resource 2601,N,0.0012
4339,Principal 0083,Operation 0006,Resource 2753,Y,0.0028
4340,Principal 0136,Operation 0001,Resource 13377,N,0.0006
4341,Principal 0133,Operation 0001,Resource 3597,N,0.0025
4342,Principal 0092,Operation 0005,Resource 12412,N,0.0006
4343,Principal 0039,Operation 0013,Resource 4184,N,0.0012
4344,Principal 0127,Operation 0010,Resource 7374,N,0.0009
4345,Principal 0111,Operation 0007,Resource 11553,N,0.0006
4346,Principal 0125,Operation 0011,Resource 2762,N,0.0009
4347,Principal 0082,Operation 0004,Resource 10919,N,0.0003
4348,Principal 0055,Operation 0011,Resource 2546,N,0.0009
4349,Principal 0021,Operation 0006,Resource 2244,Y,0.0019
4350,Principal 0027,Operation 0010,Resource 4717,N,0.0012
4351,Principal 0020,Operation 0001,Resource 0497,Y,0.0019
4352,Principal 0047,Operation 0006,Resource 1930,Y,0.0019
4353,Principal 0091,Operation 0004,Resource 11795,N,0.0003
4354,Principal 0084,Operation 0013,Resource 11980,N,0.0003
4355,Principal 0143,Operation 0003,Resource 5385,N,0.0028
4356,Principal 0047,Operation 0005,Resource 4840,Y,0.0025
4357,Principal 0061,Operation 0011,Resource 9195,N,0.0012
4358,Principal 0149,Operation 0006,Resource 11919,N,0.0003
4359,Principal 0025,Operation 0008,Resource 4322,Y,0.0019
4360,Principal 0011,Operation 0007,Resource 13944,N,0.0003
4361,Principal 0102,Operation 0002,Resource 3602,N,0.0022
4362,Principal 0144,Operation 0011,Resource 9277,N,0.0009
4363,Principal 0069,Operation 0007,Resource 0318,Y,0.0025
4364,Principal 0096,Operation 0004,Resource 8091,Y,0.0028
4365,Principal 0060,Operation 0014,Resource 4963,N,0.0009
4366,Principal 0139,Operation 0006,Resource 8767,N,0.0032
4367,Principal 0121,Operation 0012,Resource 0440,N,0.0009
4368,Principal 0124,Operation 0011,Resource 14101,N,0.0003
4369,Principal 0105,Operation 0002,Resource 10056,N,0.0006
4370,Principal 0036,Operation 0003,Resource 13402,N,0.0006
4371,Principal 0126,Operation 0008,Resource 11427,N,0.0003
4372,Principal 0128,Operation 0013,Resource 12366,N,0.0003
4373,Principal 0084,Operation 0014,Resource 7163,N,0.0009
4374,Principal 0111,Operation 0012,Resource 13582,N,0.0006
4375,Principal 0045,Operation 0011,Resource 7362,N,0.0009
4376,Principal 0011,Operation 0009,Resource 5678,Y,0.0019
4377,Principal 0070,Operation 0004,Resource 1664,Y,0.0025
4378,Principal 0105,Operation 0004,Resource 9823,N,0.0035
4379,Principal 0135,Operation 0012,Resource 4618,N,0.0009
4380,Principal 0045,Operation 0004,Resource 8805,Y,0.0022
4381,Principal 0142,Operation 0004,Resource 4319,N,0.0032
4382,Principal 0020,Operation 0012,Resource 10357,N,0.0003
4383,Principal 0116,Operation 0008,Resource 1600,N,0.0028
4384,Principal 0076,Operation 0006,Resource 6363,Y,0.0022
4385,Principal 0016,Operation 0001,Resource 14618,N,0.0006
4386,Principal 0019,Operation 0008,Resource 0197,Y,0.0019
4387,Principal 0067,Operation 0009,Resource 7969,Y,0.0025
4388,Principal 0044,Operation 0011,Resource 13668,N,0.0006
4389,Principal 0117,Operation 0002,Resource 4187,N,0.0028
4390,Principal 0016,Operation 0014,Resource 0441,N,0.0012
4391,Principal 0077,Operation 0004,Resource 10888,N,0.0006
4392,Principal 0133,Operation 0012,Resource 9464,N,0.0012
4393,Principal 0093,Operation 0003,Resource 14409,N,0.0006
4394,Principal 0120,Operation 0005,Resource 0908,N,0.0035
4395,Principal 0041,Operation 0014,Resource 12959,N,0.0006
4396,Principal 0103,Operation 0009,Resource 2835,N,0.0025
4397,Principal 0102,Operation 0011,Resource 4883,N,0.0009
4398,Principal 0044,Operation 0012,Resource 9525,N,0.0012
4399,Principal 0009,Operation 0010,Resource 6681,N,0.0009
4400,Principal 0057,Operation 0005,Resource 9960,Y,0.0025
4401,Principal 0062,Operation 0010,Resource 8770,N,0.0016
4402,Principal 0012,Operation 0014,Resource 1682,N,0.0009
4403,Principal 0105,Operation 0004,Resource 4169,N,0.0025
4404,Principal 0052,Operation 0008,Resource 5275,Y,0.0019
4405,Principal 0008,Operation 0010,Resource 4981,N,0.0009
4406,Principal 0071,Operation 0001,Resource 12259,N,0.0003
4407,Principal 0008,Operation 0002,Resource 8104,Y,0.0019
4408,Principal 0014,Operation 0006,Resource 2698,Y,0.0019
4409,Principal 0105,Operation 0004,Resource 6117,N,0.0028
4410,Principal 0014,Operation 0012,Resource 2042,N,0.0012
4411,Principal 0028,Operation 0004,Resource 12431,N,0.0006
4412,Principal 0045,Operation 0006,Resource 9378,Y,0.0022
4413,Principal 0071,Operation 0003,Resource 14512,N,0.0006
4414,Principal 0113,Operation 0014,Resource 5703,N,0.0009
4415,Principal 0136,Operation 0005,Resource 4055,N,0.0028
4416,Principal 0146,Operation 0004,Resource 3027,N,0.0028
4417,Principal 0046,Operation 0009,Resource 9544,Y,0.0019
4418,Principal 0094,Operation 0005,Resource 3737,Y,0.0028
4419,Principal 0019,Operation 0005,Resource 3663,Y,0.0019
4420,Principal 0061,Operation 0006,Resource 11520,N,0.0006
4421,Principal 0105,Operation 0009,Resource 5726,N,0.0028
4422,Principal 0022,Operation 0003,Resource 3980,Y,0.0019
4423,Principal 0078,Operation 0011,Resource 3900,N,0.0009
4424,Principal 0106,Operation 0014,Resource 12381,N,0.0003
4425,Principal 0127,Operation 0005,Resource 1614,N,0.0028
4426,Principal 0024,Operation 0003,Resource 1349,Y,0.0025
4427,Principal 0136,Operation 0011,Resource 14692,N,0.0003
4428,Principal 0031,Operation 0012,Resource 3746,N,0.0009
4429,Principal 0075,Operation 0008,Resource 13673,N,0.0006
4430,Principal 0087,Operation 0003,Resource 1016,Y,0.0025
4431,Principal 0057,Operation 0001,Resource 12316,N,0.0003
4432,Principal 0030,Operation 0001,Resource 5713,Y,0.0022
4433,Principal 0149,Operation 0011,Resource 2678,N,0.0009
4434,Principal 0001,Operation 0007,Resource 7298,Y,0.0019
4435,Principal 0141,Operation 0009,Resource 8852,N,0.0025
4436,Principal 0121,Operation 0011,Resource 0510,N,0.0009
4437,Principal 0022,Operation 0014,Resource 2133,N,0.0009
4438,Principal 0023,Operation 0007,Resource 9654,Y,0.0019
4439,Principal 0118,Operation 0007,Resource 12294,N,0.0006
4440,Principal 0020,Operation 0009,Resource 9011,Y,0.0019
4441,Principal 0053,Operation 0014,Resource 8744,N,0.0009
4442,Principal 0029,Operation 0005,Resource 13859,N,0.0003
4443,Principal 0001,Operation 0010,Resource 3719,N,0.0012
4444,Principal 0109,Operation 0003,Resource 6147,N,0.0028
4445,Principal 0136,Operation 0013,Resource 4183,N,0.0012
4446,Principal 0074,Operation 0004,Resource 2876,Y,0.0028
4447,Principal 0099,Operation 0010,Resource 11686,N,0.0006
4448,Principal 0131,Operation 0007,Resource 3139,N,0.0028
4449,Principal 0138,Operation 0004,Resource 8635,N,0.0028
4450,Principal 0027,Operation 0006,Resource 8238,Y,0.0022
4451,Principal 0084,Operation 0013,Resource 1909,N,0.0009
4452,Principal 0087,Operation 0010,Resource 7616,N,0.0012
4453,Principal 0135,Operation 0011,Resource 4055,N,0.0009
4454,Principal 0100,Operation 0012,Resource 1921,N,0.0009
4455,Principal 0118,Operation 0006,Resource 12029,N,0.0003
4456,Principal 0110,Operation 0004,Resource 8860,N,0.0025
4457,Principal 0055,Operation 0005,Resource 3513,Y,0.0028
4458,Principal 0094,Operation 0007,Resource 14296,N,0.0006
4459,Principal 0123,Operation 0007,Resource 7578,N,0.0032
4460,Principal 0056,Operation 0004,Resource 1486,Y,0.0022
4461,Principal 0052,Operation 0012,Resource 3591,N,0.0009
4462,Principal 0105,Operation 0003,Resource 4429,N,0.0025
4463,Principal 0043,Operation 0005,Resource 3801,Y,0.0025
4464,Principal 0115,Operation 0009,Resource 7718,N,0.0032
4465,Principal 0138,Operation 0014,Resource 13235,N,0.0003
4466,Principal 0097,Operation 0002,Resource 0349,Y,0.0022
4467,Principal 0061,Operation 0003,Resource 14758,N,0.0006
4468,Principal 0147,Operation 0012,Resource 1730,N,0.0012
4469,Principal 0047,Operation 0014,Resource 5910,N,0.0009
4470,Principal 0026,Operation 0011,Resource 2626,N,0.0009
4471,Principal 0001,Operation 0008,Resource 7244,Y,0.0019
4472,Principal 0026,Operation 0005,Resource 14695,N,0.0006
4473,Principal 0133,Operation 0002,Resource 3740,N,0.0032
4474,Principal 0076,Operation 0007,Resource 13640,N,0.0003
4475,Principal 0051,Operation 0009,Resource 10593,N,0.0006
4476,Principal 0108,Operation 0010,Resource 7185,N,0.0009
4477,Principal 0011,Operation 0003,Resource 5768,Y,0.0022
4478,Principal 0072,Operation 0014,Resource 1104,N,0.0012
4479,Principal 0018,Operation 0006,Resource 0213,Y,0.0019
4480,Principal 0019,Operation 0006,Resource 3483,Y,0.0016
4481,Principal 0135,Operation 0002,Resource 8660,N,0.0032
4482,Principal 0012,Operation 0011,Resource 0894,N,0.0012
4483,Principal 0005,Operation 0011,Resource 10132,N,0.0006
4484,Principal 0135,Operation 0011,Resource 0065,N,0.0012
4485,Principal 0116,Operation 0013,Resource 11149,N,0.0006
4486,Principal 0012,Operation 0010,Resource 3286,N,0.0012
4487,Principal 0061,Operation 0009,Resource 3403,Y,0.0022
4488,Principal 0137,Operation 0002,Resource 8783,N,0.0022
4489,Principal 0118,Operation 0008,Resource 8450,N,0.0035
4490,Principal 0061,Operation 0001,Resource 14321,N,0.0006
4491,Principal 0144,Operation 0011,Resource 10553,N,0.0006
4492,Principal 0003,Operation 0009,Resource 5121,Y,0.0022
4493,Principal 0050,Operation 0004,Resource 12376,N,0.0009
4494,Principal 0097,Operation 0010,Resource 14346,N,0.0006
4495,Principal 0120,Operation 0003,Resource 6125,N,0.0032
4496,Principal 0057,Operation 0010,Resource 0990,N,0.0009
4497,Principal 0050,Operation 0001,Resource 10731,N,0.0003
4498,Principal 0119,Operation 0011,Resource 11825,N,0.0006
4499,Principal 0001,Operation 0014,Resource 0075,N,0.0012
4500,Principal 0148,Operation 0005,Resource 3720,N,0.0025
